instance_id,design,quality_class,center_x_mm,center_y_mm,center_z_mm,scale_mm
T20ID25P0_00089,T20ID25,P0,0.0135,0.0007,-0.0046,27.9677
T20ID25P0_00090,T20ID25,P0,-0.0410,-0.0053,-0.0115,27.9931
T20ID25P0_00091,T20ID25,P0,0.0693,0.0386,-0.0242,28.0244
T20ID25P0_00092,T20ID25,P0,-0.0521,-0.0463,-0.0221,28.0216
T20ID25P0_00093,T20ID25,P0,0.0049,0.0442,-0.0131,27.9978
T20ID25P0_00094,T20ID25,P0,0.0548,0.0551,-0.0209,28.0344
T20ID25P0_00095,T20ID25,P0,-0.0347,-0.0253,-0.0126,27.9925
T20ID25P0_00096,T20ID25,P0,0.0182,0.1059,-0.0286,28.0590
T20ID25P0_00097,T20ID25,P0,0.0703,0.0644,-0.0289,28.0481
T20ID25P0_00098,T20ID25,P0,-0.0395,-0.0630,-0.0198,28.0287
T20ID25P0_00099,T20ID25,P0,-0.0750,-0.0412,-0.0256,28.0334
T20ID25P0_00100,T20ID25,P0,-0.0459,0.0528,-0.0205,28.0236
T20ID25P0_00101,T20ID25,P0,-0.0392,-0.0167,-0.0113,28.0012
T20ID25P0_00102,T20ID25,P0,0.0446,-0.0073,-0.0119,27.9977
T20ID25P0_00103,T20ID25,P0,0.1018,0.0012,-0.0325,28.0617
T20ID25P0_00104,T20ID25,P0,0.0485,-0.0751,-0.0287,28.0439
T20ID25P0_00105,T20ID25,P0,-0.0275,-0.0005,-0.0085,27.9794
T20ID25P0_00106,T20ID25,P0,-0.0250,0.0256,-0.0114,27.9798
T20ID25P0_00107,T20ID25,P0,0.0220,0.0010,-0.0054,27.9706
T20ID25P0_00108,T20ID25,P0,-0.0359,0.0030,-0.0094,27.9868
T20ID25P0_00109,T20ID25,P0,0.0235,0.0063,-0.0065,27.9791
T20ID25P0_00110,T20ID25,P0,-0.0073,-0.0283,-0.0083,27.9819
T20ID25P0_00111,T20ID25,P0,0.0006,-0.0207,-0.0067,27.9682
T20ID25P0_00112,T20ID25,P0,-0.0595,-0.0059,-0.0192,28.0134
T20ID25P0_00113,T20ID25,P0,0.0293,0.0684,-0.0209,28.0274
T20ID25P0_00114,T20ID25,P0,-0.0120,0.0133,-0.0048,27.9724
T20ID25P0_00115,T20ID25,P0,0.0395,0.0466,-0.0159,28.0124
T20ID25P0_00116,T20ID25,P0,-0.0366,0.0382,-0.0159,28.0080
T20ID25P0_00117,T20ID25,P0,0.0123,0.0536,-0.0139,28.0103
T20ID25P0_00118,T20ID25,P0,0.0176,0.0111,-0.0058,27.9744
T20ID25P0_00119,T20ID25,P0,0.0539,-0.0184,-0.0176,28.0127
T20ID25P0_00120,T20ID25,P0,-0.0323,0.0114,-0.0089,27.9803
T20ID25P0_00121,T20ID25,P0,-0.0935,-0.0627,-0.0315,28.0647
T20ID25P0_00122,T20ID25,P0,0.0867,0.0130,-0.0235,28.0417
T20ID25P0_00123,T20ID25,P0,0.0447,0.0826,-0.0282,28.0548
T20ID25P0_00124,T20ID25,P0,-0.0022,-0.0138,-0.0040,27.9647
T20ID25P0_00125,T20ID25,P0,-0.0046,-0.0887,-0.0266,28.0430
T20ID25P0_00126,T20ID25,P0,0.0332,-0.0018,-0.0113,27.9831
T20ID25P0_00127,T20ID25,P0,-0.0114,0.0890,-0.0264,28.0379
T20ID25P0_00128,T20ID25,P0,0.0771,0.1033,-0.0370,28.0854
T20ID25P0_00129,T20ID25,P0,0.0753,-0.0624,-0.0265,28.0540
T20ID25P0_00130,T20ID25,P0,0.0122,0.0384,-0.0120,27.9898
T20ID25P0_00131,T20ID25,P0,-0.0155,-0.0108,-0.0057,27.9694
T20ID25P0_00132,T20ID25,P0,-0.0123,-0.0152,-0.0052,27.9733
T20ID25P0_00133,T20ID25,P0,0.0290,-0.0354,-0.0117,28.0015
T20ID25P0_00134,T20ID25,P0,-0.0197,0.0023,-0.0069,27.9703
T20ID25P0_00135,T20ID25,P0,-0.0097,-0.0115,-0.0052,27.9635
T20ID25P0_00136,T20ID25,P0,-0.0427,0.0268,-0.0161,28.0047
T20ID25P0_00137,T20ID25,P0,0.0705,0.0950,-0.0350,28.0698
T20ID25P0_00138,T20ID25,P0,-0.0688,-0.0351,-0.0226,28.0367
T20ID25P0_00139,T20ID25,P0,0.0342,0.0308,-0.0146,27.9966
T20ID25P0_00140,T20ID25,P0,0.0271,0.0582,-0.0164,28.0208
T20ID25P0_00141,T20ID25,P0,-0.0050,-0.0238,-0.0059,27.9750
T20ID25P0_00142,T20ID25,P0,0.0266,0.1014,-0.0288,28.0563
T20ID25P0_00143,T20ID25,P0,0.0010,-0.0630,-0.0169,28.0220
T20ID25P0_00144,T20ID25,P0,0.0240,0.0675,-0.0215,28.0296
T20ID25P0_00145,T20ID25,P0,0.0968,-0.0031,-0.0272,28.0488
T20ID25P0_00146,T20ID25,P0,-0.0006,-0.0216,-0.0062,27.9701
T20ID25P0_00147,T20ID25,P0,-0.0975,-0.0404,-0.0318,28.0625
T20ID25P0_00148,T20ID25,P0,0.0604,-0.0136,-0.0181,28.0134
T20ID25P0_00149,T20ID25,P0,-0.1189,0.0365,-0.0352,28.0790
T20ID25P0_00150,T20ID25,P0,-0.0267,0.0701,-0.0228,28.0357
T20ID25P0_00151,T20ID25,P0,0.0035,0.0130,-0.0039,27.9629
T20ID25P0_00152,T20ID25,P0,0.0175,-0.0290,-0.0094,27.9876
T20ID25P0_00153,T20ID25,P0,-0.0041,-0.0257,-0.0076,27.9825
T20ID25P0_00154,T20ID25,P0,-0.0357,-0.0291,-0.0130,27.9966
T20ID25P0_00155,T20ID25,P0,0.0365,-0.0731,-0.0235,28.0388
T20ID25P0_00156,T20ID25,P0,0.0392,0.0588,-0.0179,28.0323
T20ID25P0_00157,T20ID25,P0,-0.0361,0.0084,-0.0104,27.9882
T20ID25P0_00158,T20ID25,P0,0.0156,0.0139,-0.0058,27.9726
T20ID25P0_00159,T20ID25,P0,-0.0010,-0.0348,-0.0091,27.9888
T20ID25P0_00160,T20ID25,P0,0.0623,-0.0689,-0.0295,28.0387
T20ID25P0_00161,T20ID25,P0,0.0062,0.0158,-0.0043,27.9696
T20ID25P0_00162,T20ID25,P0,-0.0157,0.0235,-0.0072,27.9789
T20ID25P0_00163,T20ID25,P0,-0.0386,0.0221,-0.0132,27.9916
T20ID25P0_00164,T20ID25,P0,-0.1076,-0.0032,-0.0309,28.0609
T20ID25P0_00165,T20ID25,P0,0.0613,0.0033,-0.0157,28.0091
T20ID25P0_00166,T20ID25,P0,-0.0040,-0.0450,-0.0124,27.9965
T20ID25P0_00167,T20ID25,P0,-0.0329,0.0191,-0.0127,27.9964
T20ID25P0_00168,T20ID25,P0,-0.0276,0.0027,-0.0081,27.9774
T20ID25P0_00169,T20ID25,P0,-0.0074,-0.0169,-0.0044,27.9652
T20ID25P0_00170,T20ID25,P0,-0.0018,-0.0401,-0.0119,27.9928
T20ID25P0_00171,T20ID25,P0,0.0174,-0.0010,-0.0046,27.9746
T20ID25P0_00172,T20ID25,P0,-0.0203,0.0196,-0.0072,27.9831
T20ID25P0_00173,T20ID25,P0,0.0170,-0.0041,-0.0043,27.9672
T20ID25P0_00174,T20ID25,P0,0.0215,-0.0464,-0.0167,28.0048
T20ID25P0_00175,T20ID25,P0,0.0072,0.0177,-0.0045,27.9718
T20ID25P0_00176,T20ID25,P0,0.0529,0.0000,-0.0137,28.0066
T20ID25P0_00177,T20ID25,P0,-0.0559,0.0796,-0.0306,28.0437
T20ID25P0_00178,T20ID25,P0,-0.0166,0.0194,-0.0074,27.9810
T20ID25P0_00179,T20ID25,P0,0.0102,0.0980,-0.0305,28.0485
T20ID25P0_00180,T20ID25,P0,0.0224,-0.0187,-0.0074,27.9859
T20ID25P0_00181,T20ID25,P0,-0.0488,0.0118,-0.0129,28.0019
T20ID25P0_00182,T20ID25,P0,0.0284,0.0846,-0.0259,28.0441
T20ID25P0_00183,T20ID25,P0,-0.0311,-0.0413,-0.0160,28.0023
T20ID25P0_00184,T20ID25,P0,0.0845,-0.0645,-0.0318,28.0630
T20ID25P0_00185,T20ID25,P0,0.0318,0.1033,-0.0306,28.0636
T20ID25P0_00186,T20ID25,P0,-0.0558,-0.0875,-0.0288,28.0522
T20ID25P0_00187,T20ID25,P0,0.0716,0.0296,-0.0210,28.0213
T20ID25P0_00188,T20ID25,P0,-0.0538,-0.0027,-0.0145,28.0081
T20ID25P0_00189,T20ID25,P0,-0.0527,0.0347,-0.0160,28.0169
T20ID25P0_00190,T20ID25,P0,-0.0725,-0.0589,-0.0284,28.0498
T20ID25P0_00191,T20ID25,P0,0.0489,-0.0656,-0.0209,28.0357
T20ID25P0_00192,T20ID25,P0,0.0054,0.0299,-0.0074,27.9802
T20ID25P0_00193,T20ID25,P0,0.0701,0.0665,-0.0294,28.0527
T20ID25P0_00194,T20ID25,P0,0.0082,-0.0103,-0.0042,27.9640
T20ID25P0_00195,T20ID25,P0,0.0659,0.0282,-0.0203,28.0354
T20ID25P0_00196,T20ID25,P0,0.0579,0.0380,-0.0186,28.0187
T20ID25P0_00197,T20ID25,P0,0.0420,-0.0792,-0.0236,28.0462
T20ID25P0_00198,T20ID25,P0,-0.0475,0.0177,-0.0129,28.0059
T20ID25P0_00199,T20ID25,P0,-0.0066,0.0253,-0.0071,27.9799
T20ID25P0_00200,T20ID25,P0,0.0258,-0.0285,-0.0123,27.9917
T20ID25P0_00201,T20ID25,P0,0.0574,-0.0942,-0.0295,28.0663
T20ID25P0_00202,T20ID25,P0,-0.0356,-0.0851,-0.0261,28.0451
T20ID25P0_00203,T20ID25,P0,0.0764,0.0518,-0.0288,28.0434
T20ID25P0_00204,T20ID25,P0,-0.0915,0.0402,-0.0263,28.0567
T20ID25P0_00205,T20ID25,P0,-0.0562,0.0441,-0.0189,28.0263
T20ID25P0_00206,T20ID25,P0,0.0548,-0.0116,-0.0175,28.0102
T20ID25P0_00207,T20ID25,P0,0.0073,0.0265,-0.0073,27.9751
T20ID25P0_00208,T20ID25,P0,-0.0060,-0.0215,-0.0062,27.9674
T20ID25P0_00209,T20ID25,P0,0.1165,0.0195,-0.0320,28.0640
T20ID25P0_00210,T20ID25,P0,0.0189,0.0057,-0.0066,27.9627
T20ID25P0_00211,T20ID25,P0,-0.0368,0.0198,-0.0106,27.9922
T20ID25P0_00212,T20ID25,P0,0.0116,-0.1000,-0.0308,28.0565
T20ID25P0_00213,T20ID25,P0,0.0250,0.1052,-0.0291,28.0643
T20ID25P0_00214,T20ID25,P0,-0.0327,-0.0087,-0.0095,27.9837
T20ID25P0_00215,T20ID25,P0,0.0125,0.0372,-0.0096,27.9898
T20ID25P0_00216,T20ID25,P0,-0.0228,0.0142,-0.0080,27.9758
T20ID25P0_00217,T20ID25,P0,-0.0744,-0.0485,-0.0234,28.0450
T20ID25P0_00218,T20ID25,P0,-0.0746,0.0700,-0.0283,28.0469
T20ID25P0_00219,T20ID25,P0,-0.0481,-0.0091,-0.0128,27.9987
T20ID25P0_00220,T20ID25,P0,0.0182,-0.0358,-0.0112,27.9875
T20ID25P0_00221,T20ID25,P0,0.0511,0.0828,-0.0265,28.0532
T20ID25P0_00222,T20ID25,P0,-0.0242,0.0046,-0.0067,27.9773
T20ID25P0_00223,T20ID25,P0,-0.0583,0.0237,-0.0161,28.0191
T20ID25P0_00224,T20ID25,P0,-0.0274,-0.0144,-0.0089,27.9843
T20ID25P0_00225,T20ID25,P0,0.0158,-0.0376,-0.0117,27.9923
T20ID25P0_00226,T20ID25,P0,-0.0356,-0.0357,-0.0146,28.0056
T20ID25P0_00227,T20ID25,P0,-0.0287,-0.0351,-0.0134,27.9954
T20ID25P0_00228,T20ID25,P0,0.0760,0.0316,-0.0268,28.0401
T20ID25P0_00229,T20ID25,P0,0.0010,-0.0477,-0.0118,28.0001
T20ID25P0_00230,T20ID25,P0,0.0450,-0.0778,-0.0272,28.0422
T20ID25P0_00231,T20ID25,P0,-0.0113,-0.0273,-0.0103,27.9779
T20ID25P0_00232,T20ID25,P0,-0.0878,-0.0276,-0.0245,28.0436
T20ID25P0_00233,T20ID25,P0,0.0354,0.0160,-0.0105,27.9926
T20ID25P0_00234,T20ID25,P0,0.0517,0.0090,-0.0144,27.9981
T20ID25P0_00235,T20ID25,P0,-0.0165,-0.0337,-0.0125,27.9916
T20ID25P0_00236,T20ID25,P0,0.0418,-0.0683,-0.0210,28.0314
T20ID25P0_00237,T20ID25,P0,-0.0029,-0.0520,-0.0134,27.9988
T20ID25P0_00238,T20ID25,P0,-0.0183,-0.0045,-0.0055,27.9690
T20ID25P0_00239,T20ID25,P0,-0.0690,0.0733,-0.0279,28.0570
T20ID25P0_00240,T20ID25,P0,-0.0292,0.0184,-0.0102,27.9896
T20ID25P0_00241,T20ID25,P0,-0.0236,0.0631,-0.0220,28.0265
T20ID25P0_00242,T20ID25,P0,0.0177,-0.0226,-0.0096,27.9796
T20ID25P0_00243,T20ID25,P0,0.0068,-0.0176,-0.0050,27.9698
T20ID25P0_00244,T20ID25,P0,-0.0209,-0.0031,-0.0053,27.9767
T20ID25P0_00245,T20ID25,P0,-0.0871,-0.0059,-0.0234,28.0460
T20ID25P0_00246,T20ID25,P0,0.0113,0.0117,-0.0047,27.9699
T20ID25P0_00247,T20ID25,P0,-0.0142,-0.0175,-0.0060,27.9708
T20ID25P0_00248,T20ID25,P0,-0.0358,-0.0178,-0.0122,27.9917
T20ID25P0_00249,T20ID25,P0,-0.0083,0.0181,-0.0052,27.9716
T20ID25P0_00250,T20ID25,P0,-0.0296,-0.0938,-0.0288,28.0488
T20ID25P0_00251,T20ID25,P0,-0.0321,-0.0331,-0.0128,27.9941
T20ID25P0_00252,T20ID25,P0,-0.0056,-0.0265,-0.0082,27.9843
T20ID25P0_00253,T20ID25,P0,-0.0075,0.0207,-0.0077,27.9755
T20ID25P0_00254,T20ID25,P0,0.0411,0.1082,-0.0309,28.0710
T20ID25P0_00255,T20ID25,P0,-0.0015,0.0210,-0.0052,27.9777
T20ID25P0_00256,T20ID25,P0,0.0094,-0.0280,-0.0085,27.9846
T20ID25P0_00257,T20ID25,P0,0.0168,0.0043,-0.0042,27.9691
T20ID25P0_00258,T20ID25,P0,-0.0065,0.0839,-0.0272,28.0406
T20ID25P0_00259,T20ID25,P0,-0.0261,-0.0356,-0.0147,27.9957
T20ID25P0_00260,T20ID25,P0,0.0015,0.0364,-0.0121,27.9858
T20ID25P0_00261,T20ID25,P0,0.0553,-0.0081,-0.0184,28.0085
T20ID25P0_00262,T20ID25,P0,-0.0558,0.0019,-0.0147,28.0005
T20ID25P0_00263,T20ID25,P0,-0.0732,0.0159,-0.0234,28.0325
T20ID25P0_00264,T20ID25,P0,-0.0660,0.0630,-0.0245,28.0429
T20ID25P0_00265,T20ID25,P0,-0.0306,0.0490,-0.0178,28.0068
T20ID25P0_00266,T20ID25,P0,0.0090,-0.0069,-0.0038,27.9564
T20ID25P0_00267,T20ID25,P0,0.0205,0.0192,-0.0095,27.9769
T20ID25P0_00268,T20ID25,P0,0.0241,-0.0438,-0.0142,28.0033
T20ID25P0_00269,T20ID25,P0,0.0700,-0.0561,-0.0245,28.0436
T20ID25P0_00270,T20ID25,P0,-0.0211,-0.0236,-0.0088,27.9821
T20ID25P0_00271,T20ID25,P0,0.0737,-0.0300,-0.0206,28.0407
T20ID25P0_00272,T20ID25,P0,-0.0255,-0.0186,-0.0098,27.9858
T20ID25P0_00273,T20ID25,P0,-0.0231,-0.0294,-0.0110,27.9809
T20ID25P0_00274,T20ID25,P0,0.0160,-0.0632,-0.0165,28.0129
T20ID25P0_00275,T20ID25,P0,-0.0367,0.0261,-0.0131,28.0028
T20ID25P0_00276,T20ID25,P0,-0.1165,0.0296,-0.0349,28.0763
T20ID25P0_00277,T20ID25,P0,0.0935,0.0508,-0.0300,28.0600
T20ID25P0_00278,T20ID25,P0,-0.0257,-0.0062,-0.0064,27.9760
T20ID25P0_00279,T20ID25,P0,0.0041,0.0370,-0.0094,27.9938
T20ID25P0_00280,T20ID25,P0,0.0430,-0.0391,-0.0182,28.0114
T20ID25P0_00281,T20ID25,P0,0.0802,0.0702,-0.0306,28.0657
T20ID25P0_00282,T20ID25,P0,0.0244,-0.0071,-0.0082,27.9817
T20ID25P0_00283,T20ID25,P0,-0.1085,-0.0364,-0.0325,28.0606
T20ID25P0_00284,T20ID25,P0,-0.0040,0.0216,-0.0057,27.9804
T20ID25P0_00285,T20ID25,P0,-0.0908,0.0399,-0.0296,28.0540
T20ID25P0_00286,T20ID25,P0,-0.0328,0.0039,-0.0104,27.9885
T20ID25P0_00287,T20ID25,P0,-0.0335,-0.0396,-0.0163,27.9915
T20ID25P0_00288,T20ID25,P0,0.0240,0.0637,-0.0188,28.0215
T20ID25P0_00289,T20ID25,P0,0.0546,-0.0430,-0.0222,28.0229
T20ID25P0_00290,T20ID25,P0,-0.0473,0.0016,-0.0116,27.9940
T20ID25P0_00291,T20ID25,P0,0.0979,0.0749,-0.0335,28.0750
T20ID25P0_00292,T20ID25,P0,0.0151,0.0018,-0.0053,27.9613
T20ID25P0_00293,T20ID25,P0,-0.0224,0.0805,-0.0250,28.0392
T20ID25P0_00294,T20ID25,P0,-0.0023,-0.0220,-0.0066,27.9753
T20ID25P0_00295,T20ID25,P0,-0.0401,0.0575,-0.0212,28.0268
T20ID25P0_00296,T20ID25,P0,-0.0289,0.0728,-0.0221,28.0315
T20ID25P0_00297,T20ID25,P0,-0.0065,-0.0337,-0.0111,27.9818
T20ID25P0_00298,T20ID25,P0,-0.0459,-0.0075,-0.0155,28.0027
T20ID25P0_00299,T20ID25,P0,0.0574,-0.0103,-0.0190,28.0155
T20ID25P0_00300,T20ID25,P0,-0.0090,0.0123,-0.0037,27.9668
T20ID25P0_00301,T20ID25,P0,0.0113,-0.0641,-0.0211,28.0184
T20ID25P0_00302,T20ID25,P0,0.0800,0.0272,-0.0249,28.0313
T20ID25P0_00303,T20ID25,P0,0.0476,-0.0590,-0.0205,28.0308
T20ID25P0_00304,T20ID25,P0,-0.0712,0.0464,-0.0243,28.0407
T20ID25P0_00305,T20ID25,P0,0.0875,0.0160,-0.0243,28.0410
T20ID25P0_00306,T20ID25,P0,-0.0286,-0.0409,-0.0128,27.9948
T20ID25P0_00307,T20ID25,P0,-0.0369,0.0742,-0.0248,28.0384
T20ID25P0_00308,T20ID25,P0,0.0107,-0.0123,-0.0050,27.9646
T20ID25P0_00309,T20ID25,P0,0.0076,0.0331,-0.0112,27.9895
T20ID25P0_00310,T20ID25,P0,-0.0860,-0.0923,-0.0348,28.0769
T20ID25P0_00311,T20ID25,P0,-0.0061,0.0819,-0.0228,28.0314
T20ID25P0_00312,T20ID25,P0,-0.0102,-0.0174,-0.0057,27.9613
T20ID25P0_00313,T20ID25,P0,-0.0209,0.0950,-0.0252,28.0487
T20ID25P0_00314,T20ID25,P0,0.0423,-0.0927,-0.0292,28.0500
T20ID25P0_00315,T20ID25,P0,-0.0569,0.0292,-0.0214,28.0218
T20ID25P0_00316,T20ID25,P0,-0.0475,0.0278,-0.0159,28.0105
T20ID25P0_00317,T20ID25,P0,0.0917,-0.0013,-0.0267,28.0465
T20ID25P0_00318,T20ID25,P0,0.1119,-0.0392,-0.0310,28.0767
T20ID25P0_00319,T20ID25,P0,-0.0027,0.0127,-0.0041,27.9607
T20ID25P0_00320,T20ID25,P0,-0.0947,0.0122,-0.0300,28.0458
T20ID25P0_00321,T20ID25,P0,0.0269,-0.0247,-0.0119,27.9878
T20ID25P0_00322,T20ID25,P0,-0.0198,0.0139,-0.0084,27.9809
T20ID25P0_00323,T20ID25,P0,-0.0872,-0.0470,-0.0317,28.0576
T20ID25P0_00324,T20ID25,P0,-0.0108,0.0433,-0.0134,27.9960
T20ID25P0_00325,T20ID25,P0,0.0669,-0.0763,-0.0291,28.0460
T20ID25P0_00326,T20ID25,P0,0.0254,0.0027,-0.0084,27.9733
T20ID25P0_00327,T20ID25,P0,-0.0463,-0.1031,-0.0345,28.0638
T20ID25P0_00328,T20ID25,P0,0.0551,0.0406,-0.0183,28.0261
T20ID25P0_00329,T20ID25,P0,0.0378,-0.0370,-0.0135,28.0046
T20ID25P0_00330,T20ID25,P0,-0.0223,-0.0222,-0.0077,27.9777
T20ID25P0_00331,T20ID25,P0,0.0391,0.0663,-0.0237,28.0322
T20ID25P0_00332,T20ID25,P0,-0.0081,0.0121,-0.0047,27.9703
T20ID25P0_00333,T20ID25,P0,-0.0232,0.0150,-0.0070,27.9754
T20ID25P0_00334,T20ID25,P0,-0.0179,0.0249,-0.0102,27.9812
T20ID25P0_00335,T20ID25,P0,0.0295,0.0135,-0.0084,27.9792
T20ID25P0_00336,T20ID25,P0,-0.0233,-0.0146,-0.0073,27.9924
T20ID25P0_00337,T20ID25,P0,-0.0291,0.0077,-0.0075,27.9769
T20ID25P0_00338,T20ID25,P0,0.0013,-0.0373,-0.0091,27.9952
T20ID25P0_00339,T20ID25,P0,-0.0577,0.0055,-0.0154,28.0155
T20ID25P0_00340,T20ID25,P0,-0.0394,0.0082,-0.0125,27.9948
T20ID25P0_00341,T20ID25,P0,0.0406,-0.0902,-0.0306,28.0518
T20ID25P0_00342,T20ID25,P0,0.0076,-0.0150,-0.0054,27.9691
T20ID25P0_00343,T20ID25,P0,0.0237,-0.0131,-0.0092,27.9726
T20ID25P0_00344,T20ID25,P0,0.0353,0.0381,-0.0143,28.0039
T20ID25P0_00345,T20ID25,P0,-0.0814,0.0637,-0.0278,28.0597
T20ID25P0_00346,T20ID25,P0,-0.0195,0.0071,-0.0069,27.9661
T20ID25P0_00347,T20ID25,P0,0.0054,-0.0277,-0.0089,27.9842
T20ID25P0_00348,T20ID25,P0,0.0570,-0.0163,-0.0151,28.0166
T20ID25P0_00349,T20ID25,P0,0.0793,-0.0021,-0.0250,28.0314
T20ID25P0_00350,T20ID25,P0,0.0148,-0.0317,-0.0110,27.9933
T20ID25P0_00351,T20ID25,P0,0.0261,0.0176,-0.0091,27.9823
T20ID25P0_00352,T20ID25,P0,-0.0625,0.0493,-0.0206,28.0302
T20ID25P0_00353,T20ID25,P0,-0.0327,-0.0147,-0.0099,27.9848
T20ID25P0_00354,T20ID25,P0,0.0317,0.0232,-0.0119,27.9923
T20ID25P0_00355,T20ID25,P0,-0.0749,0.0267,-0.0208,28.0343
T20ID25P0_00356,T20ID25,P0,0.0056,0.0656,-0.0174,28.0166
T20ID25P0_00357,T20ID25,P0,-0.0184,-0.0094,-0.0073,27.9739
T20ID25P0_00358,T20ID25,P0,0.0377,0.0417,-0.0182,28.0102
T20ID25P0_00359,T20ID25,P0,-0.0415,-0.0211,-0.0126,28.0070
T20ID25P0_00360,T20ID25,P0,-0.0544,-0.0765,-0.0249,28.0530
T20ID25P0_00361,T20ID25,P0,0.0365,-0.0640,-0.0220,28.0248
T20ID25P0_00362,T20ID25,P0,-0.0036,0.0461,-0.0152,27.9947
T20ID25P0_00363,T20ID25,P0,-0.0466,-0.0025,-0.0156,28.0017
T20ID25P0_00364,T20ID25,P0,0.0068,0.0564,-0.0154,28.0077
T20ID25P0_00365,T20ID25,P0,0.0124,0.0867,-0.0275,28.0411
T20ID25P0_00366,T20ID25,P0,0.0445,0.0350,-0.0156,28.0090
T20ID25P0_00367,T20ID25,P0,-0.1066,-0.0333,-0.0300,28.0666
T20ID25P0_00368,T20ID25,P0,-0.0133,0.0095,-0.0043,27.9769
T20ID25P0_00369,T20ID25,P0,-0.0162,-0.0241,-0.0078,27.9856
T20ID25P0_00370,T20ID25,P0,-0.0170,0.0276,-0.0079,27.9896
T20ID25P0_00371,T20ID25,P0,-0.0413,0.0322,-0.0134,27.9989
T20ID25P0_00372,T20ID25,P0,0.0024,0.0121,-0.0040,27.9707
T20ID25P0_00373,T20ID25,P0,-0.0453,0.0265,-0.0162,28.0066
T20ID25P0_00374,T20ID25,P0,0.0183,0.0135,-0.0063,27.9770
T20ID25P0_00375,T20ID25,P0,0.0435,-0.0940,-0.0320,28.0633
T20ID25P0_00376,T20ID25,P0,0.0117,0.0082,-0.0041,27.9674
T20ID25P0_00377,T20ID25,P0,0.0424,-0.0029,-0.0108,27.9943
T20ID25P0_00378,T20ID25,P0,-0.0066,-0.0119,-0.0044,27.9643
T20ID25P0_00379,T20ID25,P0,0.0352,-0.0969,-0.0286,28.0597
T20ID25P0_00380,T20ID25,P0,-0.0387,-0.0218,-0.0141,27.9921
T20ID25P0_00381,T20ID25,P0,-0.0087,0.0246,-0.0063,27.9774
T20ID25P0_00382,T20ID25,P0,0.0780,0.0634,-0.0291,28.0565
T20ID25P0_00383,T20ID25,P0,0.0531,-0.0077,-0.0141,28.0046
T20ID25P0_00384,T20ID25,P0,0.0349,-0.0547,-0.0184,28.0219
T20ID25P0_00385,T20ID25,P0,-0.0315,-0.0077,-0.0100,27.9824
T20ID25P0_00386,T20ID25,P0,-0.0226,-0.0162,-0.0087,27.9797
T20ID25P0_00387,T20ID25,P0,-0.0655,0.0048,-0.0193,28.0216
T20ID25P0_00388,T20ID25,P0,-0.0403,-0.0610,-0.0231,28.0239
T20ID25P0_00389,T20ID25,P0,0.0449,0.0501,-0.0190,28.0167
T20ID25P0_00390,T20ID25,P0,-0.0033,0.0253,-0.0080,27.9782
T20ID25P0_00391,T20ID25,P0,-0.1024,-0.0630,-0.0345,28.0727
T20ID25P0_00392,T20ID25,P0,0.0247,-0.0736,-0.0212,28.0281
T20ID25P0_00393,T20ID25,P0,-0.0110,0.0221,-0.0080,27.9761
T20ID25P0_00394,T20ID25,P0,-0.0159,0.0089,-0.0061,27.9647
T20ID25P0_00395,T20ID25,P0,0.0446,0.0150,-0.0138,28.0015
T20ID25P0_00396,T20ID25,P0,0.0368,-0.0165,-0.0104,27.9885
T20ID25P0_00397,T20ID25,P0,0.0064,-0.0294,-0.0082,27.9892
T20ID25P0_00398,T20ID25,P0,0.0416,0.0576,-0.0211,28.0325
T20ID25P0_00399,T20ID25,P0,0.0266,0.0435,-0.0135,28.0049
T20ID25P0_00400,T20ID25,P0,0.0995,-0.0186,-0.0275,28.0599
T20ID25P0_00401,T20ID25,P0,-0.0762,-0.0008,-0.0226,28.0233
T20ID25P0_00402,T20ID25,P0,-0.0065,0.0184,-0.0065,27.9735
T20ID25P0_00403,T20ID25,P0,0.0444,-0.0006,-0.0137,27.9934
T20ID25P0_00404,T20ID25,P0,0.0042,0.0193,-0.0053,27.9714
T20ID25P0_00405,T20ID25,P0,-0.0430,0.0785,-0.0283,28.0472
T20ID25P0_00406,T20ID25,P0,0.0099,0.0759,-0.0200,28.0230
T20ID25P0_00407,T20ID25,P0,0.0186,0.0065,-0.0059,27.9708
T20ID25P0_00408,T20ID25,P0,0.0437,0.0778,-0.0253,28.0500
T20ID25P0_00409,T20ID25,P0,0.0544,0.0121,-0.0176,28.0069
T20ID25P0_00410,T20ID25,P0,0.0616,-0.0162,-0.0174,28.0228
T20ID25P0_00411,T20ID25,P0,-0.0056,-0.0113,-0.0041,27.9681
T20ID25P0_00412,T20ID25,P0,-0.0678,0.0746,-0.0320,28.0568
T20ID25P0_00413,T20ID25,P0,-0.0428,-0.0832,-0.0255,28.0493
T20ID25P0_00414,T20ID25,P0,-0.0021,0.0210,-0.0056,27.9739
T20ID25P0_00415,T20ID25,P0,-0.0079,-0.0223,-0.0073,27.9795
T20ID25P0_00416,T20ID25,P0,-0.0069,-0.0167,-0.0062,27.9587
T20ID25P0_00417,T20ID25,P0,-0.0133,-0.0448,-0.0115,27.9967
T20ID25P0_00418,T20ID25,P0,0.0637,0.0040,-0.0162,28.0107
T20ID25P0_00419,T20ID25,P0,0.0294,-0.0064,-0.0086,27.9844
T20ID25P0_00420,T20ID25,P0,-0.0215,-0.0423,-0.0144,27.9997
